year,series_id,label,value,unit,frequency,geography,industry_code,industry_name,measure,source_id
2021,iip_production_4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）・生産,105.2,index_2020_100,calendar_year,Japan,4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）,production,industry-iip-annual-20260914
2022,iip_production_4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）・生産,105.2,index_2020_100,calendar_year,Japan,4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）,production,industry-iip-annual-20260914
2023,iip_production_4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）・生産,103.7,index_2020_100,calendar_year,Japan,4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）,production,industry-iip-annual-20260914
2024,iip_production_4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）・生産,101.1,index_2020_100,calendar_year,Japan,4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）,production,industry-iip-annual-20260914
2025,iip_production_4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）・生産,100.9,index_2020_100,calendar_year,Japan,4010000000,産業総合（鉱工業、電力・ガス・熱供給・水道事業）,production,industry-iip-annual-20260914
2018,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,114.1,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2019,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,111.1,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2020,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,100.0,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2021,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,105.2,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2022,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,105.2,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2023,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,103.7,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2024,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,101.2,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2025,iip_production_4010000001,産業総合（鉱工業、電力・ガス・熱供給）・生産,100.9,index_2020_100,calendar_year,Japan,4010000001,産業総合（鉱工業、電力・ガス・熱供給）,production,industry-iip-annual-20260914
2018,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,104.7,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2019,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,102.6,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2020,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,100.0,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2021,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,101.7,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2022,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,103.4,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2023,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,99.8,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2024,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,100.5,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2025,iip_production_4010000100,電力・ガス・熱供給・水道事業・生産,101.0,index_2020_100,calendar_year,Japan,4010000100,電力・ガス・熱供給・水道事業,production,industry-iip-annual-20260914
2018,iip_production_4010000110,電力・ガス・熱供給・生産,104.9,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2019,iip_production_4010000110,電力・ガス・熱供給・生産,102.8,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2020,iip_production_4010000110,電力・ガス・熱供給・生産,100.0,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2021,iip_production_4010000110,電力・ガス・熱供給・生産,101.8,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2022,iip_production_4010000110,電力・ガス・熱供給・生産,103.7,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2023,iip_production_4010000110,電力・ガス・熱供給・生産,99.8,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2024,iip_production_4010000110,電力・ガス・熱供給・生産,100.6,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2025,iip_production_4010000110,電力・ガス・熱供給・生産,101.0,index_2020_100,calendar_year,Japan,4010000110,電力・ガス・熱供給,production,industry-iip-annual-20260914
2018,iip_production_4080000100,機械工業・生産,118.3,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2019,iip_production_4080000100,機械工業・生産,113.6,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2020,iip_production_4080000100,機械工業・生産,100.0,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2021,iip_production_4080000100,機械工業・生産,107.5,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2022,iip_production_4080000100,機械工業・生産,109.0,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2023,iip_production_4080000100,機械工業・生産,109.8,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2024,iip_production_4080000100,機械工業・生産,106.1,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2025,iip_production_4080000100,機械工業・生産,107.0,index_2020_100,calendar_year,Japan,4080000100,機械工業,production,industry-iip-annual-20260914
2018,iip_production_4080000200,非機械工業・生産,111.8,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2019,iip_production_4080000200,非機械工業・生産,110.0,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2020,iip_production_4080000200,非機械工業・生産,100.0,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2021,iip_production_4080000200,非機械工業・生産,103.8,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2022,iip_production_4080000200,非機械工業・生産,102.3,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2023,iip_production_4080000200,非機械工業・生産,99.3,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2024,iip_production_4080000200,非機械工業・生産,97.4,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2025,iip_production_4080000200,非機械工業・生産,96.1,index_2020_100,calendar_year,Japan,4080000200,非機械工業,production,industry-iip-annual-20260914
2018,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,122.4,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2019,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,113.0,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2020,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,100.0,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2021,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,116.6,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2022,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,124.9,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2023,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,116.3,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2024,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,111.5,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2025,iip_production_4110000000,<旧分類>はん用・生産用・業務用機械工業・生産,111.6,index_2020_100,calendar_year,Japan,4110000000,<旧分類>はん用・生産用・業務用機械工業,production,industry-iip-annual-20260914
2018,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,125.3,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2019,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,118.6,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2020,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,100.0,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2021,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,113.6,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2022,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,103.9,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2023,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,102.4,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2024,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,98.8,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2025,iip_production_4100000100,<旧特掲>普通鋼鋼材・生産,96.2,index_2020_100,calendar_year,Japan,4100000100,<旧特掲>普通鋼鋼材,production,industry-iip-annual-20260914
2018,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,139.0,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2019,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,129.8,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2020,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,100.0,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2021,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,123.5,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2022,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,113.4,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2023,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,107.0,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2024,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,103.9,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2025,iip_production_4100000200,<旧特掲>特殊鋼鋼材・生産,102.9,index_2020_100,calendar_year,Japan,4100000200,<旧特掲>特殊鋼鋼材,production,industry-iip-annual-20260914
2018,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,122.6,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2019,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,122.3,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2020,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,100.0,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2021,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,100.2,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2022,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,99.0,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2023,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,114.5,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2024,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,105.9,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2025,iip_production_4100000300,<旧特掲>乗用車・トラック・生産,107.4,index_2020_100,calendar_year,Japan,4100000300,<旧特掲>乗用車・トラック,production,industry-iip-annual-20260914
2018,iip_production_4100000400,<旧特掲>石油化学製品・生産,113.9,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2019,iip_production_4100000400,<旧特掲>石油化学製品・生産,114.7,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2020,iip_production_4100000400,<旧特掲>石油化学製品・生産,100.0,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2021,iip_production_4100000400,<旧特掲>石油化学製品・生産,108.9,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2022,iip_production_4100000400,<旧特掲>石油化学製品・生産,97.7,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2023,iip_production_4100000400,<旧特掲>石油化学製品・生産,87.8,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2024,iip_production_4100000400,<旧特掲>石油化学製品・生産,82.2,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2025,iip_production_4100000400,<旧特掲>石油化学製品・生産,81.1,index_2020_100,calendar_year,Japan,4100000400,<旧特掲>石油化学製品,production,industry-iip-annual-20260914
2018,iip_shipments_1000000000,鉱工業・出荷,114.9,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2019,iip_shipments_1000000000,鉱工業・出荷,112.0,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2020,iip_shipments_1000000000,鉱工業・出荷,100.0,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2021,iip_shipments_1000000000,鉱工業・出荷,104.4,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2022,iip_shipments_1000000000,鉱工業・出荷,103.9,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2023,iip_shipments_1000000000,鉱工業・出荷,103.2,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2024,iip_shipments_1000000000,鉱工業・出荷,99.9,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2025,iip_shipments_1000000000,鉱工業・出荷,99.5,index_2020_100,calendar_year,Japan,1000000000,鉱工業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1100000000,製造工業・出荷,114.9,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2019,iip_shipments_1100000000,製造工業・出荷,112.0,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2020,iip_shipments_1100000000,製造工業・出荷,100.0,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2021,iip_shipments_1100000000,製造工業・出荷,104.4,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2022,iip_shipments_1100000000,製造工業・出荷,103.9,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2023,iip_shipments_1100000000,製造工業・出荷,103.3,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2024,iip_shipments_1100000000,製造工業・出荷,99.9,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2025,iip_shipments_1100000000,製造工業・出荷,99.5,index_2020_100,calendar_year,Japan,1100000000,製造工業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,122.2,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,115.3,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,100.0,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,110.8,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,106.6,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,103.3,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,99.5,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101000000,鉄鋼・非鉄金属工業・出荷,96.4,index_2020_100,calendar_year,Japan,1101000000,鉄鋼・非鉄金属工業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101100000,鉄鋼業・出荷,127.8,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101100000,鉄鋼業・出荷,120.1,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101100000,鉄鋼業・出荷,100.0,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101100000,鉄鋼業・出荷,114.5,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101100000,鉄鋼業・出荷,107.7,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101100000,鉄鋼業・出荷,104.2,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101100000,鉄鋼業・出荷,98.9,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101100000,鉄鋼業・出荷,95.9,index_2020_100,calendar_year,Japan,1101100000,鉄鋼業,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101101000,鉄鋼粗製品・出荷,118.8,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101101000,鉄鋼粗製品・出荷,107.8,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101101000,鉄鋼粗製品・出荷,100.0,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101101000,鉄鋼粗製品・出荷,99.4,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101101000,鉄鋼粗製品・出荷,85.8,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101101000,鉄鋼粗製品・出荷,84.3,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101101000,鉄鋼粗製品・出荷,80.4,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101101000,鉄鋼粗製品・出荷,74.5,index_2020_100,calendar_year,Japan,1101101000,鉄鋼粗製品,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101102000,熱間圧延鋼材・出荷,125.9,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101102000,熱間圧延鋼材・出荷,119.3,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101102000,熱間圧延鋼材・出荷,100.0,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101102000,熱間圧延鋼材・出荷,115.2,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101102000,熱間圧延鋼材・出荷,109.7,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101102000,熱間圧延鋼材・出荷,105.4,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101102000,熱間圧延鋼材・出荷,100.2,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101102000,熱間圧延鋼材・出荷,96.1,index_2020_100,calendar_year,Japan,1101102000,熱間圧延鋼材,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101103000,冷間仕上鋼材・出荷,131.0,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101103000,冷間仕上鋼材・出荷,122.9,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101103000,冷間仕上鋼材・出荷,100.0,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101103000,冷間仕上鋼材・出荷,121.6,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101103000,冷間仕上鋼材・出荷,110.2,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101103000,冷間仕上鋼材・出荷,104.4,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101103000,冷間仕上鋼材・出荷,100.0,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101103000,冷間仕上鋼材・出荷,99.0,index_2020_100,calendar_year,Japan,1101103000,冷間仕上鋼材,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101104000,鋼管・出荷,133.8,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101104000,鋼管・出荷,125.3,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101104000,鋼管・出荷,100.0,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101104000,鋼管・出荷,96.3,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101104000,鋼管・出荷,98.6,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101104000,鋼管・出荷,95.2,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101104000,鋼管・出荷,89.6,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101104000,鋼管・出荷,85.8,index_2020_100,calendar_year,Japan,1101104000,鋼管,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101105000,めっき鋼材・出荷,130.9,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101105000,めっき鋼材・出荷,123.0,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101105000,めっき鋼材・出荷,100.0,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101105000,めっき鋼材・出荷,116.6,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101105000,めっき鋼材・出荷,102.3,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101105000,めっき鋼材・出荷,104.2,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101105000,めっき鋼材・出荷,99.0,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101105000,めっき鋼材・出荷,96.3,index_2020_100,calendar_year,Japan,1101105000,めっき鋼材,shipments,industry-iip-annual-20260914
2018,iip_shipments_1101106000,鋳鍛造品・出荷,129.1,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
2019,iip_shipments_1101106000,鋳鍛造品・出荷,119.4,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
2020,iip_shipments_1101106000,鋳鍛造品・出荷,100.0,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
2021,iip_shipments_1101106000,鋳鍛造品・出荷,119.2,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
2022,iip_shipments_1101106000,鋳鍛造品・出荷,117.3,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
2023,iip_shipments_1101106000,鋳鍛造品・出荷,115.8,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
2024,iip_shipments_1101106000,鋳鍛造品・出荷,107.0,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
2025,iip_shipments_1101106000,鋳鍛造品・出荷,108.4,index_2020_100,calendar_year,Japan,1101106000,鋳鍛造品,shipments,industry-iip-annual-20260914
